"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","contrast"
"GO:0072523","purine-containing compound catabolic process","1/9","126/12737",0.0856149387006447,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:1904018","positive regulation of vasculature development","1/9","126/12737",0.0856149387006447,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0033157","regulation of intracellular protein transport","1/9","127/12737",0.0862675011898764,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0071466","cellular response to xenobiotic stimulus","1/9","128/12737",0.0869196496822863,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0033002","muscle cell proliferation","1/9","130/12737",0.0882227055958699,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006606","protein import into nucleus","1/9","131/12737",0.0888736134763838,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0071674","mononuclear cell migration","1/9","133/12737",0.0901741902323854,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006633","fatty acid biosynthetic process","1/9","134/12737",0.0908238595665577,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0051170","import into nucleus","1/9","135/12737",0.0914731165104521,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0042742","defense response to bacterium","1/9","136/12737",0.0921219612931378,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006006","glucose metabolic process","1/9","138/12737",0.0934184152906156,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009260","ribonucleotide biosynthetic process","1/9","141/12737",0.095360010798232,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0043010","camera-type eye development","1/9","144/12737",0.0972979092034617,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0002685","regulation of leukocyte migration","1/9","145/12737",0.097943054825408,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0030258","lipid modification","1/9","146/12737",0.0985877905708467,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0046390","ribose phosphate biosynthetic process","1/9","146/12737",0.0985877905708467,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0046890","regulation of lipid biosynthetic process","1/9","149/12737",0.100519540826299,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:1901292","nucleoside phosphate catabolic process","1/9","151/12737",0.101805329122157,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006164","purine nucleotide biosynthetic process","1/9","154/12737",0.103730948301949,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0072593","reactive oxygen species metabolic process","1/9","159/12737",0.106932160033051,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0140053","mitochondrial gene expression","1/9","165/12737",0.110760195618473,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:1903828","negative regulation of protein localization","1/9","165/12737",0.110760195618473,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0042180","ketone metabolic process","1/9","166/12737",0.111396781542704,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0042445","hormone metabolic process","1/9","166/12737",0.111396781542704,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0010810","regulation of cell-substrate adhesion","1/9","171/12737",0.114573638965089,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0019318","hexose metabolic process","1/9","173/12737",0.11584155244797,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0072330","monocarboxylic acid biosynthetic process","1/9","180/12737",0.120266550019118,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0007160","cell-matrix adhesion","1/9","182/12737",0.121527213986234,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009165","nucleotide biosynthetic process","1/9","184/12737",0.122786271884298,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0043542","endothelial cell migration","1/9","184/12737",0.122786271884298,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0001654","eye development","1/9","189/12737",0.125926901824161,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0005996","monosaccharide metabolic process","1/9","190/12737",0.126553827061935,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0150063","visual system development","1/9","190/12737",0.126553827061935,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0048880","sensory system development","1/9","194/12737",0.129057532951067,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","1/9","197/12737",0.130931123791657,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0001818","negative regulation of cytokine production","1/9","200/12737",0.132801131099665,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","1/9","202/12737",0.134045814749597,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009144","purine nucleoside triphosphate metabolic process","1/9","202/12737",0.134045814749597,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0030198","extracellular matrix organization","1/9","205/12737",0.135909862829579,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0043062","extracellular structure organization","1/9","205/12737",0.135909862829579,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0045229","external encapsulating structure organization","1/9","206/12737",0.136530419104278,1,1,"MARV vs Mock 1 dpi DOWN"
